call_number,timestamp_ns,timestamp_cycles,delta_ns,delta_cycles,violation
94723,46225415638980,115412928333822,165,415,0
94724,46225415639145,115412928334234,165,412,0
94725,46225415639311,115412928334648,166,414,0
94726,46225415639476,115412928335061,165,413,0
94727,46225415639643,115412928335475,167,414,0
94728,46225415639809,115412928335890,166,415,0
94729,46225415639975,115412928336304,166,414,0
94730,46225415640140,115412928336716,165,412,0
94731,46225415640304,115412928337129,164,413,0
94732,46225415640475,115412928337551,171,422,0
94733,46225415640640,115412928337965,165,414,0
94734,46225415640804,115412928338374,164,409,0
94735,46225415640969,115412928338790,165,416,0
94736,46225415641136,115412928339203,167,413,0
94737,46225415641301,115412928339617,165,414,0
94738,46225415641467,115412928340029,166,412,0
94739,46225415641632,115412928340442,165,413,0
94740,46225415641798,115412928340856,166,414,0
94741,46225415643200,115412928344362,1402,3506,0
94742,46225415643406,115412928344870,206,508,0
94743,46225415643582,115412928345306,176,436,0
94744,46225415643752,115412928345731,170,425,0
94745,46225415643922,115412928346160,170,429,0
94746,46225415644095,115412928346592,173,432,0
94747,46225415644268,115412928347023,173,431,0
94748,46225415644440,115412928347451,172,428,0
94749,46225415644615,115412928347886,175,435,0
94750,46225415644784,115412928348309,169,423,0
94751,46225415644955,115412928348737,171,428,0
94752,46225415645125,115412928349162,170,425,0
94753,46225415645294,115412928349584,169,422,0
94754,46225415645458,115412928349995,164,411,0
94755,46225415645625,115412928350409,167,414,0
94756,46225415645790,115412928350825,165,416,0
94757,46225415645957,115412928351238,167,413,0
94758,46225415646123,115412928351654,166,416,0
94759,46225415646289,115412928352066,166,412,0
94760,46225415646454,115412928352481,165,415,0
94761,46225415646621,115412928352897,167,416,0
94762,46225415646786,115412928353310,165,413,0
94763,46225415646953,115412928353724,167,414,0
94764,46225415647119,115412928354136,166,412,0
94765,46225415647283,115412928354549,164,413,0
94766,46225415647448,115412928354963,165,414,0
94767,46225415647615,115412928355377,167,414,0
94768,46225415647780,115412928355792,165,415,0
94769,46225415647947,115412928356202,167,410,0
94770,46225415648113,115412928356618,166,416,0
94771,46225415648278,115412928357031,165,413,0
94772,46225415648443,115412928357443,165,412,0
94773,46225415648608,115412928357858,165,415,0
94774,46225415648774,115412928358268,166,410,0
94775,46225415648939,115412928358680,165,412,0
94776,46225415649103,115412928359093,164,413,0
94777,46225415649267,115412928359501,164,408,0
94778,46225415649434,115412928359917,167,416,0
94779,46225415649598,115412928360328,164,411,0
94780,46225415649762,115412928360738,164,410,0
94781,46225415649927,115412928361150,165,412,0
94782,46225415650092,115412928361560,165,410,0
94783,46225415650256,115412928361969,164,409,0
94784,46225415650420,115412928362377,164,408,0
94785,46225415650584,115412928362791,164,414,0
94786,46225415650749,115412928363200,165,409,0
94787,46225415650920,115412928363628,171,428,0
94788,46225415651086,115412928364041,166,413,0
94789,46225415651251,115412928364453,165,412,0
94790,46225415651416,115412928364867,165,414,0
94791,46225415651580,115412928365274,164,407,0
94792,46225415651745,115412928365686,165,412,0
94793,46225415651910,115412928366098,165,412,0
94794,46225415652077,115412928366513,167,415,0
94795,46225415652242,115412928366925,165,412,0
94796,46225415652408,115412928367337,166,412,0
94797,46225415652572,115412928367752,164,415,0
94798,46225415652738,115412928368168,166,416,0
94799,46225415652903,115412928368578,165,410,0
94800,46225415653066,115412928368985,163,407,0
94801,46225415653231,115412928369397,165,412,0
94802,46225415653396,115412928369811,165,414,0
94803,46225415653563,115412928370222,167,411,0
94804,46225415653728,115412928370636,165,414,0
94805,46225415653893,115412928371048,165,412,0
94806,46225415654059,115412928371461,166,413,0
94807,46225415654223,115412928371873,164,412,0
94808,46225415654388,115412928372285,165,412,0
94809,46225415654554,115412928372698,166,413,0
94810,46225415654719,115412928373110,165,412,0
94811,46225415654884,115412928373520,165,410,0
94812,46225415655048,115412928373931,164,411,0
94813,46225415655212,115412928374343,164,412,0
94814,46225415655376,115412928374753,164,410,0
94815,46225415655541,115412928375164,165,411,0
94816,46225415655707,115412928375576,166,412,0
94817,46225415655872,115412928375986,165,410,0
94818,46225415656036,115412928376399,164,413,0
94819,46225415656201,115412928376809,165,410,0
94820,46225415656365,115412928377221,164,412,0
94821,46225415656530,115412928377632,165,411,0
94822,46225415656694,115412928378042,164,410,0
94823,46225415656859,115412928378454,165,412,0
94824,46225415657023,115412928378865,164,411,0
94825,46225415657188,115412928379275,165,410,0
94826,46225415657353,115412928379687,165,412,0
94827,46225415657517,115412928380096,164,409,0
94828,46225415658859,115412928383449,1342,3353,0
94829,46225415659066,115412928383959,207,510,0
94830,46225415659240,115412928384396,174,437,0
94831,46225415659407,115412928384814,167,418,0
94832,46225415659576,115412928385235,169,421,0
94833,46225415659745,115412928385655,169,420,0
94834,46225415659912,115412928386072,167,417,0
94835,46225415660085,115412928386504,173,432,0
94836,46225415660249,115412928386915,164,411,0
94837,46225415660414,115412928387329,165,414,0
94838,46225415660580,115412928387739,166,410,0
94839,46225415660743,115412928388150,163,411,0
94840,46225415660909,115412928388560,166,410,0
94841,46225415661071,115412928388968,162,408,0
94842,46225415661233,115412928389374,162,406,0
94843,46225415661396,115412928389775,163,401,0
94844,46225415661557,115412928390181,161,406,0
94845,46225415661719,115412928390583,162,402,0
94846,46225415661881,115412928390987,162,404,0
94847,46225415662042,115412928391393,161,406,0
94848,46225415662204,115412928391796,162,403,0
94849,46225415662367,115412928392200,163,404,0
94850,46225415662530,115412928392608,163,408,0
94851,46225415662692,115412928393012,162,404,0
94852,46225415662855,115412928393417,163,405,0
94853,46225415663016,115412928393821,161,404,0
94854,46225415663181,115412928394231,165,410,0
94855,46225415663346,115412928394643,165,412,0
94856,46225415663507,115412928395046,161,403,0
94857,46225415663669,115412928395454,162,408,0
94858,46225415663832,115412928395858,163,404,0
94859,46225415663993,115412928396260,161,402,0
94860,46225415664155,115412928396667,162,407,0
94861,46225415664318,115412928397071,163,404,0
94862,46225415664481,115412928397477,163,406,0
94863,46225415664643,115412928397881,162,404,0
94864,46225415664805,115412928398288,162,407,0
94865,46225415664968,115412928398692,163,404,0
94866,46225415665130,115412928399100,162,408,0
94867,46225415665293,115412928399504,163,404,0
94868,46225415665456,115412928399910,163,406,0
94869,46225415665618,115412928400315,162,405,0
94870,46225415665780,115412928400721,162,406,0
94871,46225415665943,115412928401125,163,404,0
94872,46225415666104,115412928401531,161,406,0
94873,46225415666266,115412928401934,162,403,0
94874,46225415666435,115412928402354,169,420,0
94875,46225415666597,115412928402762,162,408,0
94876,46225415666760,115412928403167,163,405,0
94877,46225415666922,115412928403571,162,404,0
94878,46225415667085,115412928403979,163,408,0
94879,46225415667248,115412928404385,163,406,0
94880,46225415667409,115412928404790,161,405,0
94881,46225415667572,115412928405196,163,406,0
94882,46225415667735,115412928405604,163,408,0
94883,46225415667899,115412928406010,164,406,0
94884,46225415668061,115412928406417,162,407,0
94885,46225415668227,115412928406829,166,412,0
94886,46225415668389,115412928407235,162,406,0
94887,46225415668552,115412928407643,163,408,0
94888,46225415668715,115412928408046,163,403,0
94889,46225415668878,115412928408452,163,406,0
94890,46225415669039,115412928408858,161,406,0
94891,46225415669202,115412928409266,163,408,0
94892,46225415669368,115412928409677,166,411,0
94893,46225415669531,115412928410085,163,408,0
94894,46225415669696,115412928410497,165,412,0
94895,46225415669859,115412928410904,163,407,0
94896,46225415670022,115412928411308,163,404,0
94897,46225415670184,115412928411714,162,406,0
94898,46225415670346,115412928412122,162,408,0
94899,46225415670509,115412928412527,163,405,0
94900,46225415670672,115412928412933,163,406,0
94901,46225415670835,115412928413339,163,406,0
94902,46225415670998,115412928413747,163,408,0
94903,46225415671161,115412928414154,163,407,0
94904,46225415671324,115412928414558,163,404,0
94905,46225415671486,115412928414966,162,408,0
94906,46225415671649,115412928415372,163,406,0
94907,46225415671812,115412928415777,163,405,0
94908,46225415671975,115412928416183,163,406,0
94909,46225415672137,115412928416589,162,406,0
94910,46225415672299,115412928416997,162,408,0
94911,46225415672463,115412928417404,164,407,0
94912,46225415672625,115412928417808,162,404,0
94913,46225415672788,115412928418216,163,408,0
94914,46225415672952,115412928418626,164,410,0
94915,46225415674296,115412928421980,1344,3354,0
94916,46225415674492,115412928422468,196,488,0
94917,46225415674664,115412928422898,172,430,0
94918,46225415674836,115412928423325,172,427,0
94919,46225415675005,115412928423747,169,422,0
94920,46225415675172,115412928424164,167,417,0
94921,46225415675339,115412928424586,167,422,0
94922,46225415675508,115412928425005,169,419,0
94923,46225415675677,115412928425427,169,422,0
94924,46225415675845,115412928425848,168,421,0
94925,46225415676013,115412928426268,168,420,0
94926,46225415676182,115412928426688,169,420,0
94927,46225415676351,115412928427111,169,423,0
94928,46225415676521,115412928427533,170,422,0
94929,46225415676687,115412928427946,166,413,0
94930,46225415676852,115412928428358,165,412,0
94931,46225415677017,115412928428770,165,412,0
94932,46225415677183,115412928429185,166,415,0
94933,46225415677348,115412928429597,165,412,0
94934,46225415677515,115412928430014,167,417,0
94935,46225415677680,115412928430426,165,412,0
94936,46225415677845,115412928430838,165,412,0
94937,46225415678009,115412928431247,164,409,0
94938,46225415678174,115412928431659,165,412,0
94939,46225415678340,115412928432075,166,416,0
94940,46225415678505,115412928432486,165,411,0
94941,46225415678671,115412928432898,166,412,0
94942,46225415678835,115412928433312,164,414,0
94943,46225415679001,115412928433725,166,413,0
94944,46225415679166,115412928434135,165,410,0
94945,46225415679331,115412928434547,165,412,0
94946,46225415679496,115412928434960,165,413,0
94947,46225415679661,115412928435370,165,410,0
94948,46225415679827,115412928435782,166,412,0
94949,46225415679991,115412928436195,164,413,0
94950,46225415680156,115412928436607,165,412,0
94951,46225415680322,115412928437019,166,412,0
94952,46225415680487,115412928437432,165,413,0
94953,46225415680651,115412928437844,164,412,0
94954,46225415680816,115412928438258,165,414,0
94955,46225415680982,115412928438667,166,409,0
94956,46225415681147,115412928439079,165,412,0
94957,46225415681312,115412928439491,165,412,0
94958,46225415681477,115412928439902,165,411,0
94959,46225415681641,115412928440312,164,410,0
94960,46225415681807,115412928440726,166,414,0
94961,46225415681973,115412928441143,166,417,0
94962,46225415682139,115412928441557,166,414,0
94963,46225415682304,115412928441970,165,413,0
94964,46225415682468,115412928442376,164,406,0
94965,46225415682633,115412928442788,165,412,0
94966,46225415682797,115412928443200,164,412,0
94967,46225415682960,115412928443605,163,405,0
94968,46225415683124,115412928444019,164,414,0
94969,46225415683288,115412928444425,164,406,0
94970,46225415683452,115412928444836,164,411,0
94971,46225415683618,115412928445250,166,414,0
94972,46225415683783,115412928445662,165,412,0
94973,46225415683948,115412928446071,165,409,0
94974,46225415684113,115412928446485,165,414,0
94975,46225415684276,115412928446887,163,402,0
94976,46225415684440,115412928447300,164,413,0
94977,46225415684605,115412928447712,165,412,0
94978,46225415684767,115412928448118,162,406,0
94979,46225415684933,115412928448530,166,412,0
94980,46225415685098,115412928448943,165,413,0
94981,46225415685263,115412928449353,165,410,0
94982,46225415685427,115412928449765,164,412,0
94983,46225415685592,115412928450178,165,413,0
94984,46225415685755,115412928450582,163,404,0
94985,46225415685920,115412928450996,165,414,0
94986,46225415686085,115412928451407,165,411,0
94987,46225415686247,115412928451813,162,406,0
94988,46225415686413,115412928452225,166,412,0
94989,46225415686577,115412928452636,164,411,0
94990,46225415686742,115412928453048,165,412,0
94991,46225415686905,115412928453452,163,404,0
94992,46225415687069,115412928453863,164,411,0
94993,46225415687235,115412928454277,166,414,0
94994,46225415687397,115412928454681,162,404,0
94995,46225415687562,115412928455091,165,410,0
94996,46225415687725,115412928455502,163,411,0
94997,46225415687887,115412928455908,162,406,0
94998,46225415688053,115412928456318,166,410,0
94999,46225415688217,115412928456731,164,413,0
95000,46225415688383,115412928457141,166,410,0
95001,46225415688545,115412928457549,162,408,0
95002,46225415689883,115412928460891,1338,3342,0
95003,46225415690094,115412928461411,211,520,0
95004,46225415690270,115412928461853,176,442,0
95005,46225415690441,115412928462282,171,429,0
95006,46225415690610,115412928462700,169,418,0
95007,46225415690777,115412928463119,167,419,0
95008,46225415690945,115412928463537,168,418,0
95009,46225415691114,115412928463960,169,423,0
95010,46225415691283,115412928464382,169,422,0
95011,46225415691450,115412928464801,167,419,0
95012,46225415691620,115412928465223,170,422,0
95013,46225415691789,115412928465644,169,421,0
95014,46225415691957,115412928466066,168,422,0
95015,46225415692123,115412928466479,166,413,0
95016,46225415692287,115412928466887,164,408,0
95017,46225415692453,115412928467301,166,414,0
95018,46225415692618,115412928467714,165,413,0
95019,46225415692784,115412928468126,166,412,0
95020,46225415692947,115412928468534,163,408,0
95021,46225415693113,115412928468949,166,415,0
95022,46225415693279,115412928469365,166,416,0
95023,46225415693444,115412928469777,165,412,0
95024,46225415693608,115412928470186,164,409,0
95025,46225415693774,115412928470600,166,414,0
95026,46225415693940,115412928471012,166,412,0
95027,46225415694104,115412928471427,164,415,0
95028,46225415694268,115412928471835,164,408,0
95029,46225415694433,115412928472245,165,410,0
95030,46225415694596,115412928472654,163,409,0
95031,46225415694762,115412928473066,166,412,0
95032,46225415694926,115412928473474,164,408,0
95033,46225415695091,115412928473889,165,415,0
95034,46225415695256,115412928474301,165,412,0
95035,46225415695422,115412928474715,166,414,0
95036,46225415695585,115412928475120,163,405,0
95037,46225415702720,115412928492988,7135,17868,0
95038,46225415702987,115412928493596,267,608,0
95039,46225415703160,115412928494028,173,432,0
95040,46225415703332,115412928494457,172,429,0
95041,46225415703503,115412928494888,171,431,0
95042,46225415703677,115412928495316,174,428,0
95043,46225415703848,115412928495747,171,431,0
95044,46225415704020,115412928496178,172,431,0
95045,46225415704192,115412928496608,172,430,0
95046,46225415704365,115412928497037,173,429,0
95047,46225415704539,115412928497473,174,436,0
95048,46225415704710,115412928497898,171,425,0
95049,46225415704879,115412928498320,169,422,0
95050,46225415705046,115412928498739,167,419,0
95051,46225415705213,115412928499157,167,418,0
95052,46225415705382,115412928499576,169,419,0
95053,46225415705548,115412928499994,166,418,0
95054,46225415705716,115412928500411,168,417,0
95055,46225415705883,115412928500827,167,416,0
95056,46225415706052,115412928501248,169,421,0
95057,46225415706219,115412928501666,167,418,0
95058,46225415706386,115412928502086,167,420,0
95059,46225415706552,115412928502497,166,411,0
95060,46225415706718,115412928502911,166,414,0
95061,46225415706883,115412928503325,165,414,0
95062,46225415707049,115412928503738,166,413,0
95063,46225415707215,115412928504154,166,416,0
95064,46225415707381,115412928504567,166,413,0
95065,46225415707548,115412928504979,167,412,0
95066,46225415707713,115412928505395,165,416,0
95067,46225415707879,115412928505808,166,413,0
95068,46225415708044,115412928506222,165,414,0
95069,46225415708209,115412928506636,165,414,0
95070,46225415708375,115412928507049,166,413,0
95071,46225415708542,115412928507463,167,414,0
95072,46225415708709,115412928507880,167,417,0
95073,46225415708875,115412928508298,166,418,0
95074,46225415709042,115412928508716,167,418,0
95075,46225415709210,115412928509131,168,415,0
95076,46225415709378,115412928509549,168,418,0
95077,46225415709545,115412928509970,167,421,0
95078,46225415709712,115412928510388,167,418,0
95079,46225415709880,115412928510805,168,417,0
95080,46225415710047,115412928511223,167,418,0
95081,46225415710216,115412928511641,169,418,0
95082,46225415710383,115412928512062,167,421,0
95083,46225415710551,115412928512478,168,416,0
95084,46225415710718,115412928512897,167,419,0
95085,46225415710886,115412928513315,168,418,0
95086,46225415711053,115412928513734,167,419,0
95087,46225415711222,115412928514150,169,416,0
95088,46225415711387,115412928514570,165,420,0
95089,46225415714903,115412928523356,3516,8786,0
95090,46225415715114,115412928523868,211,512,0
95091,46225415715290,115412928524310,176,442,0
95092,46225415715464,115412928524745,174,435,0
95093,46225415715636,115412928525172,172,427,0
95094,46225415715808,115412928525600,172,428,0
95095,46225415715980,115412928526029,172,429,0
95096,46225415716150,115412928526459,170,430,0
95097,46225415716323,115412928526888,173,429,0
95098,46225415716494,115412928527317,171,429,0
95099,46225415716668,115412928527751,174,434,0
95100,46225415716839,115412928528174,171,423,0
95101,46225415717008,115412928528600,169,426,0
95102,46225415717180,115412928529027,172,427,0
95103,46225415717350,115412928529449,170,422,0
95104,46225415717518,115412928529870,168,421,0
95105,46225415717687,115412928530290,169,420,0
95106,46225415717853,115412928530707,166,417,0
95107,46225415718023,115412928531129,170,422,0
95108,46225415718190,115412928531548,167,419,0
95109,46225415718357,115412928531966,167,418,0
95110,46225415718524,115412928532380,167,414,0
95111,46225415718691,115412928532801,167,421,0
95112,46225415718861,115412928533223,170,422,0
95113,46225415719029,115412928533640,168,417,0
95114,46225415719195,115412928534060,166,420,0
95115,46225415719363,115412928534477,168,417,0
95116,46225415719530,115412928534893,167,416,0
95117,46225415719697,115412928535312,167,419,0
95118,46225415719865,115412928535728,168,416,0
95119,46225415720032,115412928536150,167,422,0
95120,46225415720200,115412928536569,168,419,0
95121,46225415720368,115412928536981,168,412,0
95122,46225415720536,115412928537406,168,425,0
95123,46225415720703,115412928537822,167,416,0
95124,46225415720871,115412928538239,168,417,0
95125,46225415721038,115412928538659,167,420,0
95126,46225415721207,115412928539078,169,419,0
95127,46225415721374,115412928539498,167,420,0
95128,46225415721543,115412928539916,169,418,0
95129,46225415721708,115412928540331,165,415,0
95130,46225415721874,115412928540745,166,414,0
95131,46225415722042,115412928541164,168,419,0
95132,46225415722210,115412928541584,168,420,0
95133,46225415722377,115412928541998,167,414,0
95134,46225415722544,115412928542417,167,419,0
95135,46225415722711,115412928542837,167,420,0
95136,46225415722878,115412928543250,167,413,0
95137,46225415723045,115412928543668,167,418,0
95138,46225415723211,115412928544083,166,415,0
95139,46225415723378,115412928544499,167,416,0
95140,46225415723545,115412928544913,167,414,0
95141,46225415723711,115412928545328,166,415,0
95142,46225415723877,115412928545746,166,418,0
95143,46225415724044,115412928546160,167,414,0
95144,46225415724210,115412928546577,166,417,0
95145,46225415724377,115412928546991,167,414,0
95146,46225415724543,115412928547406,166,415,0
95147,46225415724708,115412928547818,165,412,0
95148,46225415724873,115412928548236,165,418,0
95149,46225415725040,115412928548647,167,411,0
95150,46225415725207,115412928549063,167,416,0
95151,46225415725373,115412928549480,166,417,0
95152,46225415725541,115412928549896,168,416,0
95153,46225415725707,115412928550312,166,416,0
95154,46225415725874,115412928550727,167,415,0
95155,46225415726040,115412928551143,166,416,0
95156,46225415726207,115412928551560,167,417,0
95157,46225415726374,115412928551976,167,416,0
95158,46225415726541,115412928552394,167,418,0
95159,46225415726709,115412928552811,168,417,0
95160,46225415726875,115412928553227,166,416,0
95161,46225415727041,115412928553644,166,417,0
95162,46225415727208,115412928554060,167,416,0
95163,46225415727376,115412928554478,168,418,0
95164,46225415727543,115412928554893,167,415,0
95165,46225415727710,115412928555311,167,418,0
95166,46225415727877,115412928555730,167,419,0
95167,46225415728045,115412928556148,168,418,0
95168,46225415728213,115412928556567,168,419,0
95169,46225415728381,115412928556987,168,420,0
95170,46225415728549,115412928557405,168,418,0
95171,46225415728717,115412928557824,168,419,0
95172,46225415728884,115412928558246,167,422,0
95173,46225415729053,115412928558663,169,417,0
95174,46225415729220,115412928559081,167,418,0
95175,46225415729388,115412928559502,168,421,0
95176,46225415730893,115412928563266,1505,3764,0
95177,46225415731115,115412928563810,222,544,0
95178,46225415731294,115412928564257,179,447,0
95179,46225415731467,115412928564688,173,431,0
95180,46225415731639,115412928565116,172,428,0
95181,46225415731810,115412928565547,171,431,0
95182,46225415731983,115412928565977,173,430,0
95183,46225415732155,115412928566408,172,431,0
95184,46225415732327,115412928566837,172,429,0
95185,46225415732500,115412928567271,173,434,0
95186,46225415732673,115412928567700,173,429,0
95187,46225415732846,115412928568133,173,433,0
95188,46225415733016,115412928568555,170,422,0
95189,46225415733185,115412928568980,169,425,0
95190,46225415733355,115412928569402,170,422,0
95191,46225415733525,115412928569829,170,427,0
95192,46225415733696,115412928570253,171,424,0
95193,46225415733866,115412928570680,170,427,0
95194,46225415734036,115412928571102,170,422,0
95195,46225415734205,115412928571525,169,423,0
95196,46225415734375,115412928571947,170,422,0
95197,46225415734544,115412928572372,169,425,0
95198,46225415734713,115412928572796,169,424,0
95199,46225415734884,115412928573221,171,425,0
95200,46225415735053,115412928573645,169,424,0
95201,46225415735223,115412928574062,170,417,0
95202,46225415735389,115412928574482,166,420,0
95203,46225415735557,115412928574901,168,419,0
95204,46225415735725,115412928575317,168,416,0
95205,46225415735892,115412928575738,167,421,0
95206,46225415736060,115412928576158,168,420,0
95207,46225415736229,115412928576576,169,418,0
95208,46225415736397,115412928576995,168,419,0
95209,46225415736563,115412928577415,166,420,0
95210,46225415736732,115412928577834,169,419,0
95211,46225415736900,115412928578254,168,420,0
95212,46225415737067,115412928578671,167,417,0
95213,46225415737235,115412928579091,168,420,0
95214,46225415737403,115412928579508,168,417,0
95215,46225415737571,115412928579926,168,418,0
95216,46225415737739,115412928580346,168,420,0
95217,46225415737907,115412928580765,168,419,0
95218,46225415738074,115412928581187,167,422,0
95219,46225415738243,115412928581606,169,419,0
95220,46225415738411,115412928582026,168,420,0
95221,46225415738579,115412928582445,168,419,0
95222,46225415738747,115412928582865,168,420,0
95223,46225415738915,115412928583284,168,419,0
95224,46225415739084,115412928583702,169,418,0
95225,46225415739251,115412928584118,167,416,0
95226,46225415739417,115412928584537,166,419,0
95227,46225415739585,115412928584953,168,416,0
95228,46225415739751,115412928585370,166,417,0
95229,46225415739918,115412928585786,167,416,0
95230,46225415740084,115412928586200,166,414,0
95231,46225415740251,115412928586617,167,417,0
95232,46225415740419,115412928587035,168,418,0
95233,46225415740585,115412928587452,166,417,0
95234,46225415740753,115412928587868,168,416,0
95235,46225415740919,115412928588285,166,417,0
95236,46225415741086,115412928588703,167,418,0
95237,46225415741254,115412928589117,168,414,0
95238,46225415741420,115412928589536,166,419,0
95239,46225415741587,115412928589952,167,416,0
95240,46225415741752,115412928590367,165,415,0
95241,46225415741920,115412928590783,168,416,0
95242,46225415742088,115412928591199,168,416,0
95243,46225415742253,115412928591616,165,417,0
95244,46225415742421,115412928592032,168,416,0
95245,46225415742587,115412928592449,166,417,0
95246,46225415742754,115412928592865,167,416,0
95247,46225415742920,115412928593281,166,416,0
95248,46225415743086,115412928593694,166,413,0
95249,46225415743251,115412928594110,165,416,0
95250,46225415743418,115412928594525,167,415,0
95251,46225415743585,115412928594941,167,416,0
95252,46225415743751,115412928595355,166,414,0
95253,46225415743918,115412928595772,167,417,0
95254,46225415744084,115412928596186,166,414,0
95255,46225415744251,115412928596603,167,417,0
95256,46225415744418,115412928597017,167,414,0
95257,46225415744584,115412928597429,166,412,0
95258,46225415744749,115412928597844,165,415,0
95259,46225415744916,115412928598260,167,416,0
95260,46225415745082,115412928598674,166,414,0
95261,46225415745247,115412928599087,165,413,0
95262,46225415745413,115412928599505,166,418,0
95263,46225415746816,115412928603015,1403,3510,0
95264,46225415747023,115412928603521,207,506,0
95265,46225415747201,115412928603964,178,443,0
95266,46225415747374,115412928604398,173,434,0
95267,46225415747549,115412928604833,175,435,0
95268,46225415747722,115412928605268,173,435,0
95269,46225415747897,115412928605703,175,435,0
95270,46225415748070,115412928606137,173,434,0
95271,46225415748245,115412928606572,175,435,0
95272,46225415748418,115412928607005,173,433,0
95273,46225415748594,115412928607445,176,440,0
95274,46225415748767,115412928607874,173,429,0
95275,46225415748938,115412928608305,171,431,0
95276,46225415749110,115412928608733,172,428,0
95277,46225415749281,115412928609156,171,423,0
95278,46225415749452,115412928609584,171,428,0
95279,46225415749622,115412928610009,170,425,0
95280,46225415749792,115412928610431,170,422,0
95281,46225415749962,115412928610858,170,427,0
95282,46225415750132,115412928611284,170,426,0
95283,46225415750305,115412928611713,173,429,0
95284,46225415750474,115412928612135,169,422,0
95285,46225415750643,115412928612558,169,423,0
95286,46225415750812,115412928612978,169,420,0
95287,46225415750980,115412928613399,168,421,0
95288,46225415751149,115412928613821,169,422,0
95289,46225415751318,115412928614244,169,423,0
95290,46225415751487,115412928614666,169,422,0
95291,46225415751656,115412928615087,169,421,0
95292,46225415751826,115412928615509,170,422,0
95293,46225415751995,115412928615930,169,421,0
95294,46225415752163,115412928616352,168,422,0
95295,46225415752333,115412928616775,170,423,0
95296,46225415752501,115412928617199,168,424,0
95297,46225415752671,115412928617618,170,419,0
95298,46225415752839,115412928618040,168,422,0
95299,46225415753008,115412928618461,169,421,0
95300,46225415753176,115412928618881,168,420,0
95301,46225415753346,115412928619306,170,425,0
95302,46225415753515,115412928619724,169,418,0
95303,46225415753683,115412928620147,168,423,0
95304,46225415753851,115412928620567,168,420,0
95305,46225415754019,115412928620984,168,417,0
95306,46225415754186,115412928621402,167,418,0
95307,46225415754354,115412928621820,168,418,0
95308,46225415754522,115412928622239,168,419,0
95309,46225415754689,115412928622657,167,418,0
95310,46225415754856,115412928623074,167,417,0
95311,46225415755023,115412928623492,167,418,0
95312,46225415755191,115412928623909,168,417,0
95313,46225415755358,115412928624327,167,418,0
95314,46225415755525,115412928624743,167,416,0
95315,46225415755693,115412928625164,168,421,0
95316,46225415755859,115412928625580,166,416,0
95317,46225415756026,115412928625995,167,415,0
95318,46225415756193,115412928626411,167,416,0
95319,46225415756360,115412928626828,167,417,0
95320,46225415756528,115412928627250,168,422,0
95321,46225415756694,115412928627662,166,412,0
95322,46225415756860,115412928628077,166,415,0
95323,46225415757026,115412928628493,166,416,0
95324,46225415757191,115412928628905,165,412,0
95325,46225415757358,115412928629320,167,415,0
95326,46225415757523,115412928629736,165,416,0
95327,46225415757692,115412928630155,169,419,0
95328,46225415757858,115412928630567,166,412,0
95329,46225415758023,115412928630983,165,416,0
95330,46225415758192,115412928631402,169,419,0
95331,46225415758357,115412928631814,165,412,0
95332,46225415758524,115412928632231,167,417,0
95333,46225415758690,115412928632645,166,414,0
95334,46225415758856,115412928633063,166,418,0
95335,46225415759026,115412928633484,170,421,0
95336,46225415759192,115412928633898,166,414,0
95337,46225415759361,115412928634319,169,421,0
95338,46225415759530,115412928634745,169,426,0
95339,46225415759697,115412928635156,167,411,0
95340,46225415759863,115412928635572,166,416,0
95341,46225415760029,115412928635988,166,416,0
95342,46225415760194,115412928636401,165,413,0
95343,46225415760360,115412928636813,166,412,0
95344,46225415760528,115412928637232,168,419,0
95345,46225415760696,115412928637652,168,420,0
95346,46225415760862,115412928638066,166,414,0
95347,46225415761028,115412928638483,166,417,0
95348,46225415761194,115412928638895,166,412,0
95349,46225415761360,115412928639308,166,413,0
95350,46225415762660,115412928642562,1300,3254,0
95351,46225415762867,115412928643073,207,511,0
95352,46225415763043,115412928643512,176,439,0
95353,46225415763216,115412928643943,173,431,0
95354,46225415763388,115412928644373,172,430,0
95355,46225415763561,115412928644804,173,431,0
95356,46225415763732,115412928645231,171,427,0
95357,46225415763904,115412928645659,172,428,0
95358,46225415764076,115412928646090,172,431,0
95359,46225415764247,115412928646518,171,428,0
95360,46225415764421,115412928646949,174,431,0
95361,46225415764593,115412928647382,172,433,0
95362,46225415764766,115412928647810,173,428,0
95363,46225415764936,115412928648235,170,425,0
95364,46225415765106,115412928648661,170,426,0
95365,46225415765278,115412928649090,172,429,0
95366,46225415765448,115412928649515,170,425,0
95367,46225415765620,115412928649943,172,428,0
95368,46225415765791,115412928650372,171,429,0
95369,46225415765963,115412928650796,172,424,0
95370,46225415766134,115412928651225,171,429,0
95371,46225415766304,115412928651653,170,428,0
95372,46225415766476,115412928652080,172,427,0
95373,46225415766645,115412928652505,169,425,0
95374,46225415766816,115412928652929,171,424,0
95375,46225415766987,115412928653356,171,427,0
95376,46225415767157,115412928653780,170,424,0
95377,46225415767327,115412928654207,170,427,0
95378,46225415767497,115412928654631,170,424,0
95379,46225415767668,115412928655054,171,423,0
95380,46225415767837,115412928655482,169,428,0
95381,46225415768009,115412928655909,172,427,0
95382,46225415768179,115412928656333,170,424,0
95383,46225415768349,115412928656758,170,425,0
95384,46225415768519,115412928657183,170,425,0
95385,46225415768689,115412928657605,170,422,0
95386,46225415768859,115412928658028,170,423,0
